Provinsi,Kabupaten/Kota,Indikator,Jumlah
Nusa Tenggara Timur,Kota Kupang,Difabel 1,82
Nusa Tenggara Timur,Kupang,Difabel 1,130
Nusa Tenggara Timur,Lembata,Difabel 1,161
Nusa Tenggara Timur,Malaka,Difabel 1,137
Nusa Tenggara Timur,Manggarai,Difabel 1,191
Nusa Tenggara Timur,Manggarai Barat,Difabel 1,138
Nusa Tenggara Timur,Manggarai Timur,Difabel 1,81
Nusa Tenggara Timur,Nagekeo,Difabel 1,96
Nusa Tenggara Timur,Ngada,Difabel 1,285
Nusa Tenggara Timur,Rote Ndao,Difabel 1,72
Nusa Tenggara Timur,Sabu Raijua,Difabel 1,52
Nusa Tenggara Timur,Sikka,Difabel 1,258
Nusa Tenggara Timur,Sumba Barat,Difabel 1,45
Nusa Tenggara Timur,Sumba Barat Daya,Difabel 1,22
Nusa Tenggara Timur,Sumba Tengah,Difabel 1,4
Nusa Tenggara Timur,Sumba Timur,Difabel 1,225
Nusa Tenggara Timur,Timor Tengah Selatan,Difabel 1,192
Nusa Tenggara Timur,Timor Tengah Utara,Difabel 1,357
Papua,Asmat,Difabel 1,0
Papua,Biak Numfor,Difabel 1,58
Papua,Boven Digoel,Difabel 1,1
Papua,Deiyai,Difabel 1,0
Papua,Dogiyai,Difabel 1,25
Papua,Intan Jaya,Difabel 1,20
Papua,Jayapura,Difabel 1,59
Papua,Jayawijaya,Difabel 1,0
Papua,Keerom,Difabel 1,9
Papua,Kepulauan Yapen,Difabel 1,15
Papua,Kota Jayapura,Difabel 1,64
Papua,Lanny Jaya,Difabel 1,0
Papua,Mamberamo Raya,Difabel 1,0
Papua,Mamberamo Tengah,Difabel 1,0
Papua,Mappi,Difabel 1,9
Papua,Merauke,Difabel 1,34
Papua,Mimika,Difabel 1,5
Papua,Nabire,Difabel 1,29
Papua,Nduga,Difabel 1,3
Papua,Paniai,Difabel 1,1
Papua,Pegunungan Bintang,Difabel 1,3
Papua,Puncak,Difabel 1,0
Papua,Puncak Jaya,Difabel 1,0
Papua,Sarmi,Difabel 1,11
Papua,Supiori,Difabel 1,2
Papua,Tolikara,Difabel 1,0
Papua,Waropen,Difabel 1,3
Papua,Yahukimo,Difabel 1,17
Papua,Yalimo,Difabel 1,0
Riau,Bengkalis,Difabel 1,49
Riau,Indragiri Hilir,Difabel 1,212
Riau,Indragiri Hulu,Difabel 1,160
Riau,Kampar,Difabel 1,199
Riau,Kepulauan Meranti,Difabel 1,46
Riau,Kota Dumai,Difabel 1,90
Riau,Kota Pekanbaru,Difabel 1,158
Riau,Kuantan Singingi,Difabel 1,65
Riau,Pelalawan,Difabel 1,40
Riau,Rokan Hilir,Difabel 1,100
Riau,Rokan Hulu,Difabel 1,169
Riau,Siak,Difabel 1,131
Sulawesi Barat,Mamasa,Difabel 1,62
Sulawesi Barat,Polewali Mandar,Difabel 1,257
Sulawesi Selatan,Bantaeng,Difabel 1,257
Sulawesi Selatan,Barru,Difabel 1,200
Sulawesi Selatan,Bone,Difabel 1,472
Sulawesi Selatan,Bulukumba,Difabel 1,405
Sulawesi Selatan,Enrekang,Difabel 1,213
Sulawesi Selatan,Gowa,Difabel 1,397
Sulawesi Selatan,Jeneponto,Difabel 1,193
Sulawesi Selatan,Kepulauan Selayar,Difabel 1,329
Sulawesi Selatan,Kota Makassar,Difabel 1,446
Sulawesi Selatan,Kota Palopo,Difabel 1,38
Sulawesi Selatan,Kota Pare Pare,Difabel 1,142
Sulawesi Selatan,Luwu,Difabel 1,379
Sulawesi Selatan,Luwu Timur,Difabel 1,172
Sulawesi Selatan,Luwu Utara,Difabel 1,157
Sulawesi Selatan,Maros,Difabel 1,174
Sulawesi Selatan,Pangkajene Dan Kepulauan,Difabel 1,372
Sulawesi Selatan,Pinrang,Difabel 1,101
Sulawesi Selatan,Sidenreng Rappang,Difabel 1,128
Sulawesi Selatan,Sinjai,Difabel 1,147
Sulawesi Selatan,Soppeng,Difabel 1,212
Sulawesi Selatan,Takalar,Difabel 1,253
Sulawesi Selatan,Tana Toraja,Difabel 1,103
Sulawesi Selatan,Toraja Utara,Difabel 1,95
Sulawesi Selatan,Wajo,Difabel 1,172
Sulawesi Tengah,Donggala,Difabel 1,54
Sulawesi Tengah,Morowali,Difabel 1,40
Sulawesi Tengah,Parigi Moutong,Difabel 1,111
Sulawesi Tenggara,Bombana,Difabel 1,149
Sulawesi Tenggara,Buton,Difabel 1,72
Sulawesi Tenggara,Buton Selatan,Difabel 1,33
Sulawesi Tenggara,Buton Tengah,Difabel 1,51
Sulawesi Tenggara,Buton Utara,Difabel 1,9
Sulawesi Tenggara,Kolaka,Difabel 1,46
Sulawesi Tenggara,Kolaka Timur,Difabel 1,69
Sulawesi Tenggara,Kolaka Utara,Difabel 1,126
Sulawesi Tenggara,Konawe,Difabel 1,179
Sulawesi Tenggara,Konawe Kepulauan,Difabel 1,46
Sulawesi Tenggara,Konawe Selatan,Difabel 1,130
Sulawesi Tenggara,Konawe Utara,Difabel 1,51
Sulawesi Tenggara,Kota Bau Bau,Difabel 1,87
Sulawesi Tenggara,Kota Kendari,Difabel 1,100
Sulawesi Tenggara,Muna,Difabel 1,77
Sulawesi Tenggara,Muna Barat,Difabel 1,33
Sulawesi Tenggara,Wakatobi,Difabel 1,105
Sulawesi Utara,Bolaang Mongondow Utara,Difabel 1,66
Sulawesi Utara,Kep. Siau Tagulandang Biaro,Difabel 1,75
Sulawesi Utara,Kepulauan Talaud,Difabel 1,100
Sulawesi Utara,Kota Kotamobagu,Difabel 1,31
Sulawesi Utara,Minahasa,Difabel 1,60
Sulawesi Utara,Minahasa Tenggara,Difabel 1,34
Sumatera Barat,Kota Padang,Difabel 1,272
Sumatera Barat,Kota Padang Panjang,Difabel 1,53
Sumatera Barat,Kota Pariaman,Difabel 1,101
Sumatera Barat,Kota Sawahlunto,Difabel 1,57
Sumatera Selatan,Banyuasin,Difabel 1,110
Sumatera Selatan,Empat Lawang,Difabel 1,12
Sumatera Selatan,Kota Lubuklinggau,Difabel 1,43
Sumatera Selatan,Kota Pagar Alam,Difabel 1,260
Sumatera Selatan,Kota Palembang,Difabel 1,113
Sumatera Selatan,Kota Prabumulih,Difabel 1,34
Sumatera Selatan,Lahat,Difabel 1,173
Sumatera Selatan,Muara Enim,Difabel 1,257
Sumatera Selatan,Musi Banyuasin,Difabel 1,180
Sumatera Selatan,Musi Rawas,Difabel 1,139
Sumatera Selatan,Musi Rawas Utara,Difabel 1,29
Sumatera Selatan,Ogan Ilir,Difabel 1,201
Sumatera Selatan,Ogan Komering Ilir,Difabel 1,90
Sumatera Selatan,Ogan Komering Ulu,Difabel 1,168
Sumatera Selatan,Ogan Komering Ulu Selatan,Difabel 1,38
Sumatera Selatan,Ogan Komering Ulu Timur,Difabel 1,302
Sumatera Selatan,Penukal Abab Lematang Ilir,Difabel 1,51
Sumatera Utara,Asahan,Difabel 1,189
Sumatera Utara,Batu Bara,Difabel 1,71
Sumatera Utara,Dairi,Difabel 1,31
Sumatera Utara,Deli Serdang,Difabel 1,315
Sumatera Utara,Humbang Hasundutan,Difabel 1,59
Sumatera Utara,Karo,Difabel 1,46
Sumatera Utara,Kota Binjai,Difabel 1,134
Sumatera Utara,Kota Gunungsitoli,Difabel 1,93
Sumatera Utara,Kota Medan,Difabel 1,237
Sumatera Utara,Kota Padang Sidimpuan,Difabel 1,39
Sumatera Utara,Kota Pematangsiantar,Difabel 1,47
Sumatera Utara,Kota Sibolga,Difabel 1,27
Sumatera Utara,Kota Tanjung Balai,Difabel 1,48
Sumatera Utara,Kota Tebing Tinggi,Difabel 1,56
Sumatera Utara,Labuhanbatu,Difabel 1,21
Sumatera Utara,Labuhanbatu Selatan,Difabel 1,25
Sumatera Utara,Labuhanbatu Utara,Difabel 1,55
Sumatera Utara,Langkat,Difabel 1,112
Sumatera Utara,Mandailing Natal,Difabel 1,60
Sumatera Utara,Nias,Difabel 1,277
Sumatera Utara,Nias Barat,Difabel 1,91
Sumatera Utara,Nias Selatan,Difabel 1,65
Sumatera Utara,Nias Utara,Difabel 1,130
Sumatera Utara,Padang Lawas,Difabel 1,11
Sumatera Utara,Padang Lawas Utara,Difabel 1,28
Sumatera Utara,Pakpak Bharat,Difabel 1,46
Sumatera Utara,Samosir,Difabel 1,117
Sumatera Utara,Serdang Bedagai,Difabel 1,209
Sumatera Utara,Simalungun,Difabel 1,212
Sumatera Utara,Tapanuli Selatan,Difabel 1,105
Sumatera Utara,Tapanuli Tengah,Difabel 1,193
Sumatera Utara,Tapanuli Utara,Difabel 1,9
Sumatera Utara,Toba Samosir,Difabel 1,85
Aceh,Aceh Selatan,Difabel 2,127
Aceh,Kota Subulussalam,Difabel 2,21
Aceh,Pidie Jaya,Difabel 2,33
Bali,Badung,Difabel 2,57
Bali,Bangli,Difabel 2,91
Bali,Buleleng,Difabel 2,53
Bali,Gianyar,Difabel 2,113
Bali,Jembrana,Difabel 2,80
Bali,Karangasem,Difabel 2,190
Bali,Klungkung,Difabel 2,47
Bali,Kota Denpasar,Difabel 2,47
Bali,Tabanan,Difabel 2,122
Banten,Kota Serang,Difabel 2,76
Banten,Kota Tangerang,Difabel 2,140
Banten,Lebak,Difabel 2,227
Banten,Tangerang,Difabel 2,202
Bengkulu,Kota Bengkulu,Difabel 2,37
Gorontalo,Gorontalo Utara,Difabel 2,42
Gorontalo,Kota Gorontalo,Difabel 2,68
Jambi,Kerinci,Difabel 2,30
Jambi,Kota Jambi,Difabel 2,79
Jambi,Merangin,Difabel 2,50
Jawa Barat,Bandung,Difabel 2,550
Jawa Barat,Bandung Barat,Difabel 2,249
Jawa Barat,Bekasi,Difabel 2,265
Jawa Barat,Bogor,Difabel 2,378
Jawa Barat,Ciamis,Difabel 2,782
Jawa Barat,Cianjur,Difabel 2,381
Jawa Barat,Cirebon,Difabel 2,350
Jawa Barat,Garut,Difabel 2,484
Jawa Barat,Indramayu,Difabel 2,460
Jawa Barat,Karawang,Difabel 2,367
Jawa Barat,Kota Bandung,Difabel 2,437
Jawa Barat,Kota Banjar,Difabel 2,116
Jawa Barat,Kota Bekasi,Difabel 2,142
Jawa Barat,Kota Bogor,Difabel 2,123
Jawa Barat,Kota Cimahi,Difabel 2,133
Jawa Barat,Kota Cirebon,Difabel 2,100
Jawa Barat,Kota Depok,Difabel 2,152
Jawa Barat,Kota Sukabumi,Difabel 2,111
Jawa Barat,Kota Tasikmalaya,Difabel 2,212
Jawa Barat,Kuningan,Difabel 2,516
Jawa Barat,Majalengka,Difabel 2,461
Jawa Barat,Pangandaran,Difabel 2,242
Jawa Barat,Purwakarta,Difabel 2,209
Jawa Barat,Subang,Difabel 2,394
Jawa Barat,Sukabumi,Difabel 2,611
Jawa Barat,Sumedang,Difabel 2,339
Jawa Barat,Tasikmalaya,Difabel 2,624
Jawa Tengah,Banjarnegara,Difabel 2,688
Jawa Tengah,Banyumas,Difabel 2,696
Jawa Tengah,Batang,Difabel 2,245
Jawa Tengah,Blora,Difabel 2,170
Jawa Tengah,Boyolali,Difabel 2,263
Jawa Tengah,Brebes,Difabel 2,459
Jawa Tengah,Cilacap,Difabel 2,762
Jawa Tengah,Demak,Difabel 2,208
Jawa Tengah,Grobogan,Difabel 2,263
Jawa Tengah,Jepara,Difabel 2,287
Jawa Tengah,Karanganyar,Difabel 2,218
Jawa Tengah,Kebumen,Difabel 2,602
Jawa Tengah,Kendal,Difabel 2,275
Jawa Tengah,Klaten,Difabel 2,570
Jawa Tengah,Kota Magelang,Difabel 2,38
Jawa Tengah,Kota Pekalongan,Difabel 2,78
Jawa Tengah,Kota Salatiga,Difabel 2,54
Jawa Tengah,Kota Semarang,Difabel 2,192
Jawa Tengah,Kota Surakarta,Difabel 2,134
Jawa Tengah,Kota Tegal,Difabel 2,58
Jawa Tengah,Kudus,Difabel 2,156
Jawa Tengah,Magelang,Difabel 2,429
Jawa Tengah,Pati,Difabel 2,490
Jawa Tengah,Pekalongan,Difabel 2,420
Jawa Tengah,Pemalang,Difabel 2,338
Jawa Tengah,Purbalingga,Difabel 2,567
Jawa Tengah,Purworejo,Difabel 2,314
Jawa Tengah,Rembang,Difabel 2,201
Jawa Tengah,Semarang,Difabel 2,109
Jawa Tengah,Sragen,Difabel 2,217
Jawa Tengah,Sukoharjo,Difabel 2,417
Jawa Tengah,Tegal,Difabel 2,419
Jawa Tengah,Temanggung,Difabel 2,357
Jawa Tengah,Wonogiri,Difabel 2,431
Jawa Tengah,Wonosobo,Difabel 2,237
Jawa Timur,Bangkalan,Difabel 2,5
Jawa Timur,Banyuwangi,Difabel 2,528
Jawa Timur,Blitar,Difabel 2,474
Jawa Timur,Bojonegoro,Difabel 2,328
Jawa Timur,Bondowoso,Difabel 2,241
Jawa Timur,Gresik,Difabel 2,214
Jawa Timur,Jember,Difabel 2,484
Jawa Timur,Jombang,Difabel 2,546
Jawa Timur,Kediri,Difabel 2,412
Jawa Timur,Kota Batu,Difabel 2,41
Jawa Timur,Kota Blitar,Difabel 2,65
Jawa Timur,Kota Kediri,Difabel 2,94
Jawa Timur,Kota Madiun,Difabel 2,35
Jawa Timur,Kota Malang,Difabel 2,175
Jawa Timur,Kota Mojokerto,Difabel 2,45
Jawa Timur,Kota Pasuruan,Difabel 2,33
Jawa Timur,Kota Probolinggo,Difabel 2,106
Jawa Timur,Kota Surabaya,Difabel 2,188
Jawa Timur,Lamongan,Difabel 2,454
Jawa Timur,Lumajang,Difabel 2,428
Jawa Timur,Madiun,Difabel 2,188
Jawa Timur,Magetan,Difabel 2,119
Jawa Timur,Malang,Difabel 2,459
Jawa Timur,Mojokerto,Difabel 2,337
Jawa Timur,Nganjuk,Difabel 2,269
Jawa Timur,Ngawi,Difabel 2,270
Jawa Timur,Pacitan,Difabel 2,253
Jawa Timur,Pamekasan,Difabel 2,336
Jawa Timur,Pasuruan,Difabel 2,361
Jawa Timur,Ponorogo,Difabel 2,368
Jawa Timur,Probolinggo,Difabel 2,223
Jawa Timur,Sampang,Difabel 2,56
Jawa Timur,Sidoarjo,Difabel 2,339
Jawa Timur,Situbondo,Difabel 2,483
Jawa Timur,Sumenep,Difabel 2,437
Jawa Timur,Trenggalek,Difabel 2,240
Jawa Timur,Tuban,Difabel 2,269
Jawa Timur,Tulungagung,Difabel 2,248
Kalimantan Barat,Bengkayang,Difabel 2,74
Kalimantan Barat,Kapuas Hulu,Difabel 2,122
Kalimantan Barat,Kayong Utara,Difabel 2,70
Kalimantan Barat,Ketapang,Difabel 2,250
Kalimantan Barat,Kota Pontianak,Difabel 2,63
Kalimantan Barat,Kota Singkawang,Difabel 2,34
Kalimantan Barat,Kubu Raya,Difabel 2,32
Kalimantan Barat,Landak,Difabel 2,221
Kalimantan Barat,Melawi,Difabel 2,76
Kalimantan Barat,Mempawah,Difabel 2,179
Kalimantan Barat,Sambas,Difabel 2,185
Kalimantan Barat,Sanggau,Difabel 2,123
Kalimantan Barat,Sekadau,Difabel 2,79
Kalimantan Barat,Sintang,Difabel 2,251
Kalimantan Selatan,Hulu Sungai Selatan,Difabel 2,118
Kalimantan Selatan,Tabalong,Difabel 2,51
Kalimantan Selatan,Tanah Laut,Difabel 2,52
Kalimantan Selatan,Tapin,Difabel 2,60
Kalimantan Tengah,Barito Timur,Difabel 2,25
Kalimantan Tengah,Barito Utara,Difabel 2,51
Kalimantan Tengah,Gunung Mas,Difabel 2,43
Kalimantan Tengah,Kapuas,Difabel 2,44
Kalimantan Tengah,Katingan,Difabel 2,51
Kalimantan Tengah,Kota Palangkaraya,Difabel 2,48
Kalimantan Tengah,Lamandau,Difabel 2,59
Kalimantan Tengah,Murung Raya,Difabel 2,105
Kalimantan Tengah,Pulang Pisau,Difabel 2,51
Kalimantan Tengah,Seruyan,Difabel 2,15
Kalimantan Tengah,Sukamara,Difabel 2,19
Kalimantan Timur,Berau,Difabel 2,36
Kalimantan Timur,Kota Balikpapan,Difabel 2,77
Kalimantan Timur,Kota Bontang,Difabel 2,33
Kalimantan Timur,Kota Samarinda,Difabel 2,57
Kalimantan Timur,Kutai Barat,Difabel 2,57
Kalimantan Timur,Kutai Kartanegara,Difabel 2,233
Kalimantan Timur,Kutai Timur,Difabel 2,52
Kalimantan Timur,Mahakam Ulu,Difabel 2,7
Kalimantan Timur,Paser,Difabel 2,35
Kalimantan Timur,Penajam Paser Utara,Difabel 2,38
Kalimantan Utara,Kota Tarakan,Difabel 2,49
Kepulauan Bangka Belitung,Bangka,Difabel 2,73
Kepulauan Bangka Belitung,Belitung,Difabel 2,60
Kepulauan Bangka Belitung,Kota Pangkalpinang,Difabel 2,25
Kepulauan Riau,Kota Tanjungpinang,Difabel 2,17
Lampung,Kota Bandar Lampung,Difabel 2,253
Lampung,Kota Metro,Difabel 2,18
Lampung,Lampung Barat,Difabel 2,33
Lampung,Lampung Selatan,Difabel 2,84
Lampung,Lampung Tengah,Difabel 2,96
Lampung,Lampung Timur,Difabel 2,181
Lampung,Lampung Utara,Difabel 2,43
Lampung,Mesuji,Difabel 2,42
Lampung,Pesawaran,Difabel 2,43
Lampung,Pesisir Barat,Difabel 2,19
Lampung,Pringsewu,Difabel 2,74
Lampung,Tanggamus,Difabel 2,153
Lampung,Tulang Bawang,Difabel 2,38
Lampung,Tulang Bawang Barat,Difabel 2,45
Lampung,Way Kanan,Difabel 2,103
Maluku,Buru,Difabel 2,18
Maluku,Buru Selatan,Difabel 2,3
Maluku,Kepulauan Aru,Difabel 2,9
Maluku,Kota Ambon,Difabel 2,30
Maluku,Kota Tual,Difabel 2,11
Maluku,Maluku Barat Daya,Difabel 2,49
Maluku,Maluku Tengah,Difabel 2,49
Maluku,Maluku Tenggara,Difabel 2,20
Maluku,Maluku Tenggara Barat,Difabel 2,47
Maluku,Seram Bagian Barat,Difabel 2,37
Maluku,Seram Bagian Timur,Difabel 2,3
Maluku Utara,Halmahera Barat,Difabel 2,17
Maluku Utara,Halmahera Selatan,Difabel 2,6
Maluku Utara,Halmahera Tengah,Difabel 2,25
Maluku Utara,Halmahera Timur,Difabel 2,17
Maluku Utara,Halmahera Utara,Difabel 2,16
Maluku Utara,Kepulauan Sula,Difabel 2,19
Maluku Utara,Kota Ternate,Difabel 2,36
Maluku Utara,Kota Tidore Kepulauan,Difabel 2,18
Maluku Utara,Pulau Morotai,Difabel 2,5
Maluku Utara,Pulau Taliabu,Difabel 2,2
Nusa Tenggara Barat,Bima,Difabel 2,237
Nusa Tenggara Barat,Dompu,Difabel 2,108
Nusa Tenggara Barat,Kota Bima,Difabel 2,112
Nusa Tenggara Barat,Kota Mataram,Difabel 2,87
Nusa Tenggara Barat,Lombok Barat,Difabel 2,195
Nusa Tenggara Barat,Lombok Tengah,Difabel 2,303
Nusa Tenggara Barat,Lombok Timur,Difabel 2,381
Nusa Tenggara Barat,Lombok Utara,Difabel 2,102
Nusa Tenggara Barat,Sumbawa,Difabel 2,220
Nusa Tenggara Barat,Sumbawa Barat,Difabel 2,66
Nusa Tenggara Timur,Alor,Difabel 2,110
Nusa Tenggara Timur,Belu,Difabel 2,36
Nusa Tenggara Timur,Ende,Difabel 2,64
Nusa Tenggara Timur,Flores Timur,Difabel 2,186
Nusa Tenggara Timur,Kota Kupang,Difabel 2,111
Nusa Tenggara Timur,Kupang,Difabel 2,136
Nusa Tenggara Timur,Lembata,Difabel 2,102
Nusa Tenggara Timur,Malaka,Difabel 2,132
Nusa Tenggara Timur,Manggarai,Difabel 2,108
Nusa Tenggara Timur,Manggarai Barat,Difabel 2,146
Nusa Tenggara Timur,Manggarai Timur,Difabel 2,83
Nusa Tenggara Timur,Nagekeo,Difabel 2,74
Nusa Tenggara Timur,Ngada,Difabel 2,51
Nusa Tenggara Timur,Rote Ndao,Difabel 2,103
Nusa Tenggara Timur,Sabu Raijua,Difabel 2,84
Nusa Tenggara Timur,Sikka,Difabel 2,283
Nusa Tenggara Timur,Sumba Barat,Difabel 2,44
Nusa Tenggara Timur,Sumba Barat Daya,Difabel 2,10
Nusa Tenggara Timur,Sumba Tengah,Difabel 2,4
Nusa Tenggara Timur,Sumba Timur,Difabel 2,182
Nusa Tenggara Timur,Timor Tengah Selatan,Difabel 2,160
Nusa Tenggara Timur,Timor Tengah Utara,Difabel 2,351
Papua,Asmat,Difabel 2,0
Papua,Biak Numfor,Difabel 2,46
Papua,Boven Digoel,Difabel 2,1
Papua,Deiyai,Difabel 2,0
Papua,Dogiyai,Difabel 2,8
Papua,Intan Jaya,Difabel 2,24
Papua,Jayapura,Difabel 2,27
Papua,Jayawijaya,Difabel 2,0
Papua,Keerom,Difabel 2,9
Papua,Kepulauan Yapen,Difabel 2,2
Papua,Kota Jayapura,Difabel 2,42
Papua,Lanny Jaya,Difabel 2,0
Papua,Mamberamo Raya,Difabel 2,0
Papua,Mamberamo Tengah,Difabel 2,0
Papua,Mappi,Difabel 2,8
Papua,Merauke,Difabel 2,29
Papua,Mimika,Difabel 2,3
Papua,Nabire,Difabel 2,9
Papua,Nduga,Difabel 2,2
Papua,Paniai,Difabel 2,14
Papua,Pegunungan Bintang,Difabel 2,0
Papua,Puncak,Difabel 2,0
Papua,Puncak Jaya,Difabel 2,111
Papua,Sarmi,Difabel 2,6
Papua,Supiori,Difabel 2,0
Papua,Tolikara,Difabel 2,0
Papua,Waropen,Difabel 2,2
Papua,Yahukimo,Difabel 2,2
Papua,Yalimo,Difabel 2,0
Riau,Bengkalis,Difabel 2,24
Riau,Indragiri Hilir,Difabel 2,230
Riau,Indragiri Hulu,Difabel 2,129
Riau,Kampar,Difabel 2,90
Riau,Kepulauan Meranti,Difabel 2,51
Riau,Kota Dumai,Difabel 2,44
Riau,Kota Pekanbaru,Difabel 2,95
Riau,Kuantan Singingi,Difabel 2,44
Riau,Pelalawan,Difabel 2,83
Riau,Rokan Hilir,Difabel 2,53
Riau,Rokan Hulu,Difabel 2,82
Riau,Siak,Difabel 2,66
Sulawesi Barat,Mamasa,Difabel 2,40
Sulawesi Barat,Polewali Mandar,Difabel 2,238
Sulawesi Selatan,Bantaeng,Difabel 2,202
Sulawesi Selatan,Barru,Difabel 2,144
Sulawesi Selatan,Bone,Difabel 2,425
Sulawesi Selatan,Bulukumba,Difabel 2,309
Sulawesi Selatan,Enrekang,Difabel 2,191
Sulawesi Selatan,Gowa,Difabel 2,429
Sulawesi Selatan,Jeneponto,Difabel 2,142
Sulawesi Selatan,Kepulauan Selayar,Difabel 2,226
Sulawesi Selatan,Kota Makassar,Difabel 2,238
Sulawesi Selatan,Kota Palopo,Difabel 2,51
Sulawesi Selatan,Kota Pare Pare,Difabel 2,69
Sulawesi Selatan,Luwu,Difabel 2,269
Sulawesi Selatan,Luwu Timur,Difabel 2,163
Sulawesi Selatan,Luwu Utara,Difabel 2,143
Sulawesi Selatan,Maros,Difabel 2,125
Sulawesi Selatan,Pangkajene Dan Kepulauan,Difabel 2,212
Sulawesi Selatan,Pinrang,Difabel 2,90
Sulawesi Selatan,Sidenreng Rappang,Difabel 2,142
Sulawesi Selatan,Sinjai,Difabel 2,139
Sulawesi Selatan,Soppeng,Difabel 2,257
Sulawesi Selatan,Takalar,Difabel 2,253
Sulawesi Selatan,Tana Toraja,Difabel 2,173
Sulawesi Selatan,Toraja Utara,Difabel 2,138
Sulawesi Selatan,Wajo,Difabel 2,205
Sulawesi Tengah,Donggala,Difabel 2,70
Sulawesi Tengah,Morowali,Difabel 2,22
Sulawesi Tengah,Parigi Moutong,Difabel 2,128
Sulawesi Tenggara,Bombana,Difabel 2,121
Sulawesi Tenggara,Buton,Difabel 2,70
Sulawesi Tenggara,Buton Selatan,Difabel 2,22
Sulawesi Tenggara,Buton Tengah,Difabel 2,45
Sulawesi Tenggara,Buton Utara,Difabel 2,6
Sulawesi Tenggara,Kolaka,Difabel 2,56
Sulawesi Tenggara,Kolaka Timur,Difabel 2,65
Sulawesi Tenggara,Kolaka Utara,Difabel 2,64
Sulawesi Tenggara,Konawe,Difabel 2,135
Sulawesi Tenggara,Konawe Kepulauan,Difabel 2,21
Sulawesi Tenggara,Konawe Selatan,Difabel 2,113
Sulawesi Tenggara,Konawe Utara,Difabel 2,21
Sulawesi Tenggara,Kota Bau Bau,Difabel 2,72
Sulawesi Tenggara,Kota Kendari,Difabel 2,81
Sulawesi Tenggara,Muna,Difabel 2,98
Sulawesi Tenggara,Muna Barat,Difabel 2,39
Sulawesi Tenggara,Wakatobi,Difabel 2,80
Sulawesi Utara,Bolaang Mongondow Utara,Difabel 2,39
Sulawesi Utara,Kep. Siau Tagulandang Biaro,Difabel 2,36
Sulawesi Utara,Kepulauan Talaud,Difabel 2,50
Sulawesi Utara,Kota Kotamobagu,Difabel 2,12
Sulawesi Utara,Minahasa,Difabel 2,44
Sulawesi Utara,Minahasa Tenggara,Difabel 2,36
Sumatera Barat,Kota Padang,Difabel 2,140
Sumatera Barat,Kota Padang Panjang,Difabel 2,9
Sumatera Barat,Kota Pariaman,Difabel 2,45
Sumatera Barat,Kota Sawahlunto,Difabel 2,21
Sumatera Selatan,Banyuasin,Difabel 2,84
Sumatera Selatan,Empat Lawang,Difabel 2,11
Sumatera Selatan,Kota Lubuklinggau,Difabel 2,37
Sumatera Selatan,Kota Pagar Alam,Difabel 2,29
Sumatera Selatan,Kota Palembang,Difabel 2,213
Sumatera Selatan,Kota Prabumulih,Difabel 2,8
Sumatera Selatan,Lahat,Difabel 2,68
Sumatera Selatan,Muara Enim,Difabel 2,124
Sumatera Selatan,Musi Banyuasin,Difabel 2,131
Sumatera Selatan,Musi Rawas,Difabel 2,74
Sumatera Selatan,Musi Rawas Utara,Difabel 2,26
Sumatera Selatan,Ogan Ilir,Difabel 2,104
Sumatera Selatan,Ogan Komering Ilir,Difabel 2,53
Sumatera Selatan,Ogan Komering Ulu,Difabel 2,106
Sumatera Selatan,Ogan Komering Ulu Selatan,Difabel 2,45
Sumatera Selatan,Ogan Komering Ulu Timur,Difabel 2,197
Sumatera Selatan,Penukal Abab Lematang Ilir,Difabel 2,76
Sumatera Utara,Asahan,Difabel 2,98
Sumatera Utara,Batu Bara,Difabel 2,48
Sumatera Utara,Dairi,Difabel 2,22
Sumatera Utara,Deli Serdang,Difabel 2,181
Sumatera Utara,Humbang Hasundutan,Difabel 2,30
Sumatera Utara,Karo,Difabel 2,13
Sumatera Utara,Kota Binjai,Difabel 2,35
Sumatera Utara,Kota Gunungsitoli,Difabel 2,43
Sumatera Utara,Kota Medan,Difabel 2,145
Sumatera Utara,Kota Padang Sidimpuan,Difabel 2,11
Sumatera Utara,Kota Pematangsiantar,Difabel 2,29
Sumatera Utara,Kota Sibolga,Difabel 2,4
Sumatera Utara,Kota Tanjung Balai,Difabel 2,11
Sumatera Utara,Kota Tebing Tinggi,Difabel 2,28
Sumatera Utara,Labuhanbatu,Difabel 2,22
Sumatera Utara,Labuhanbatu Selatan,Difabel 2,31
Sumatera Utara,Labuhanbatu Utara,Difabel 2,33
Sumatera Utara,Langkat,Difabel 2,76
Sumatera Utara,Mandailing Natal,Difabel 2,32
Sumatera Utara,Nias,Difabel 2,197
Sumatera Utara,Nias Barat,Difabel 2,59
Sumatera Utara,Nias Selatan,Difabel 2,43
Sumatera Utara,Nias Utara,Difabel 2,105
Sumatera Utara,Padang Lawas,Difabel 2,1
Sumatera Utara,Padang Lawas Utara,Difabel 2,12
Sumatera Utara,Pakpak Bharat,Difabel 2,19
Sumatera Utara,Samosir,Difabel 2,51
Sumatera Utara,Serdang Bedagai,Difabel 2,159
Sumatera Utara,Simalungun,Difabel 2,131
Sumatera Utara,Tapanuli Selatan,Difabel 2,50
Sumatera Utara,Tapanuli Tengah,Difabel 2,91
Sumatera Utara,Tapanuli Utara,Difabel 2,5
Sumatera Utara,Toba Samosir,Difabel 2,53
Aceh,Aceh Selatan,Difabel 3,126
