Perusahaan,Sektor
Ayodya Resort Bali,Hotel / Hospitality
AYOJEK INDONESIA,Others
Ayom Group,Hotel/Hospitality
AYU,Others
Ayu Ani,Others
Ayu kholifatus sholikhah,Others
Ayu Panda,Others
ayu sartika harahap,Others
Ayu's Kitchen Restaurant,Food & Beverage/Catering/Restaurant
Ayucious Restaurant Bali,Food & Beverage / Catering / Restaurant
Ayuda Bina Sehati,Healthcare / Medical
Ayuk,Others
ayuputri.p,Others
Az-Zahra Salon & Spa Muslimah,Grooming / Beauty / Fitness
Azalia Decoration,Architectural Services/Interior Designing
Azcomindo,Retail/Merchandise
Azhari Islamic School Rasuna,Education
Azimuth Adventure Travel Ltd,Travel / Tourism
AZIS ZULKIFLI,Others
Azman,Others
Aztechosft-INT,Computer/Information Technology (Software)
Aztechsoft Int,Computer/Information Technology (Software)
azura group,Others
Azwar Hadisupani Rum & Partners - Counselors at Law,Law/Legal
Azys prasstia,Others
ACwahana,General & Wholesale Trading
ada123 ada,Others
Adam Barber Group,Grooming / Beauty / Fitness
Adam Damili and Partners,Consulting (Business & Management)
Adam Khoo Learning Center (Surabaya),Education
ADAMAR Recruitment & Selection,Human Resources Management/Consulting
Adamas GCM Lab,Science & Technology
Adaro Energy,Mining
Adaro-Group,Accounting/Audit/Tax Services
ADARU serviced apartment,Property / Real Estate
adata hajar tanto,Others
ADCO Attorneys at Law,Law/Legal
Adco Property Group,Property/Real Estate
Adcross Communication,Advertising/Marketing/Promotion/PR
AddedSport,Consulting (Business & Management)
Addiksi Kreatif Imagi,Architectural Services / Interior Designing
Addo Architecture,Architectural Services / Interior Designing
Ade Pompa,Manufacturing/Production
Adela,Others
Adele Accessories,Retail / Merchandise
Adelia Cafe Restaurant & Ballrom,Food & Beverage/Catering/Restaurant
Aden Services - Indonesia,Food & Beverage/Catering/Restaurant
ADEV Natural Indonesia,Grooming/Beauty/Fitness
Adhi Jaya Hotel,Hotel / Hospitality
Adhigana Consultant Management,Consulting (Business & Management)
Adhika Travel,Travel / Tourism
Adhikarya Sampurna Harmoni,Construction/Building/Engineering
ADHITA,Others
Adhitama Architects,Architectural Services/Interior Designing
Adhive.Tv,Advertising/Marketing/Promotion/PR
ADHIYAKSA DAYA SENTOSA,Consumer Products / FMCG
Adi Daya Unggul,Retail / Merchandise
Adi Jaya Utama,Construction/Building/Engineering
Adi Jaya Utama,Construction/Building/Engineering
adi Kurniawan,Others
Adia Consulting,Consulting (Business & Management)
Adidas Global Sourcing,Manufacturing/Production
Adidas Group,Retail/Merchandise
Adik Mungil,Retail/Merchandise
Adika Sari Bungalows,Hotel / Hospitality
Adikbayi.com,Retail / Merchandise
Adilah Hikam,Others
Adiluv737,Others
Adinda Hotel,Hotel / Hospitality
Adiprima Kreasi,Architectural Services / Interior Designing
Adipura Car Service Station,Automobile / Automotive Ancillary / Vehicle
Adira Quantum Multi Finance (Yogyakarta),Banking / Financial Services
Adirama Beach Hotel Bali,Hotel/Hospitality
Adirf Design,Architectural Services / Interior Designing
Adisatya Primadata,Retail / Merchandise
Adita Farasjaya (Surabaya),Human Resources Management / Consulting
Adita Farasjaya (Yogyakarta),Human Resources Management / Consulting
Aditya Medical Centre,Others
adityo wicaksono,Others
Adiyatma Nur Hidayat,Others
ADLASER,Others
Adminstrasi,Others
Adnan Buyung Nasution And Partners,Law/Legal
AdNow Media,Others
Adonis Perfect Your Body,Environment / Health / Safety
ADOP Indonesia,Advertising/Marketing/Promotion/PR
Adora Lezat,Food & Beverage/Catering/Restaurant
Adora Super Club,Entertainment/Media
Adorama Lifestyle Printing,Food & Beverage/Catering/Restaurant
ADP International,Manufacturing/Production
ADPOST.co,Computer/Information Technology (Software)
ADR Group Of Companies (PT Selamat Sempurna tbk),Automobile/Automotive Ancillary/Vehicle
adrian,Others
Adrian Motor,Automobile / Automotive Ancillary / Vehicle
Adriana limited,General & Wholesale Trading
Ads Cash,Advertising/Marketing/Promotion/PR
Adua Casting,Gems / Jewellery
adul,Others
Advance (Yogjakarta),Healthcare / Medical
"Advanced Publishing Technology, Inc",Computer / Information Technology (Software)
Advanced Technologies Pacific,Computer/Information Technology (Hardware)
Adventure Archipelago,Travel/Tourism
Advess,Computer/Information Technology (Software)
Advista Consulting,Consulting (Business & Management)
Advocacy Asia,General & Wholesale Trading
Adyawinsa Bali T&E,Telecommunication
AEC Campus,Education
AEDEA Jakarta,Others
Aedupac Service Center,Computer / Information Technology (Hardware)
aee,Others
Aegipix 3D Studio,Architectural Services/Interior Designing
AEL Mining Services,Mining
"AEON Credit Service Indonesia,",Banking/Financial Services
AEON MALL BSD CITY,Property/Real Estate
AEROCITY,Property/Real Estate
Aerokids playschool,Education
Aerotel Smile Makassar,Hotel / Hospitality
Aerotravel,Travel/Tourism
AESTHETICs,Others
Aestique Clinic,Grooming/Beauty/Fitness
AFC Japan,Consumer Products/FMCG
AFFA INTELLECTUAL PROPERTY RIGHTS,Law/Legal
Affluence Advisory Group,Accounting/Audit/Tax Services
AFIAT GROUP,Consulting (Business & Management)
afriyandi,Others
AFS Partnership,Law/Legal
Agappe Diagnostic Switzerland GmBH - Indonesia,Others
Agatha Photo,Arts / Design / Fashion
Agatha Video Production,Exhibitions/Event management/MICE
AGE Dental Lab,Environment/Health/Safety
AGe Network,Others
Ageless Galaxy,Arts/Design/Fashion
Agency BNI LIFE INSURANCE,Insurance
Agenda Resto And Vibes Jogja,Food & Beverage/Catering/Restaurant
Agensi Pekerjaan Daya Insani Sdn Bhd,Others
AgentJne,Others
agnes whelly,Others
Agni Sentral Motor,Automobile/Automotive Ancillary/Vehicle
AGP,Others
AGRA Grand Ballroom & Function Hall,Food & Beverage/Catering/Restaurant
AgReNi Course,Education
Agrinos ( Prima Group ),Agricultural/Plantation/Poultry/Fisheries
Agro Giri Beef And Milk,Others
Agrosubur Group,Agricultural/Plantation/Poultry/Fisheries
Agrowisata Salatiga,Hotel/Hospitality
AGS Fourwinds Indonesia,Transportation/Logistics
Agung apradana Putra_PT,Others
Agung dwi prasetyo,Others
Agung Jaya Solusindo,Computer/Information Technology (Hardware)
Agung Jaya Textile,Textiles/Garment
Agung Logistics,Transportation/Logistics
agung motor,Automobile/Automotive Ancillary/Vehicle
Agung online,Others
Agung Raka Resort & Villas,Hotel / Hospitality
Agung Sanjaya,Manufacturing/Production
Agung Sedayu Group,Property/Real Estate
Agung Sedayu Group,Education
Agung Sedayu Retail Indonesia,Property/Real Estate
Agung Waluya,Property/Real Estate
Agus Sugiono,Others
agusamaludin,Others
AHA Right Brain School [AHA RBS],Education
ahass sobex 1395 & wap 11304,Automobile/Automotive Ancillary/Vehicle
AHASS Tunggal Jaya,Others
AHCO Law Firm,Law/Legal
AHI Roofing,Polymer / Plastic / Rubber / Tyres
Ahimsa Restaurant,Food & Beverage / Catering / Restaurant
AHM AUTO,Automobile/Automotive Ancillary/Vehicle
AHM e-recruitment,Others
Ahmad Dhani Music School Of Rock ( Yogyakarta ),Education
Ahmad Dhani School Of Rock (Surabaya),Education
ahmad pauzi,Others
ahs,Others
Ahyana,Arts/Design/Fashion
Ahyani,Others
Ai - IT Solution,Computer / Information Technology (Software)
AIA Financial,Insurance
AIA FINANCIAL (Semarang),Banking / Financial Services
Aia financial life insurance,Others
AIA Financial TMC BBS Avixena,Insurance
AIA Great Agency,Banking/Financial Services
AIA INC (ALLIED INDUSTRY ASSISTANCE),Banking / Financial Services
aidecore,Others
AIESEC Indonesia,Accounting/Audit/Tax Services
Aikons,Construction / Building / Engineering
ailupai indah maju,Entertainment/Media
Aily Lingerie,Arts/Design/Fashion
Aim For English,Education
Aim High Language Academy,Education
AIM International School,Education
Aimei Beauty Clinic,Grooming/Beauty/Fitness
AIMIA,Consulting (Business & Management)
Air China Limited Jakarta Business Department,Aerospace/Aviation/Airline
Air Duct Panelindo Cabang Bali,Repair & Maintenance Services
Air France KLM Indonesia,Transportation/Logistics
AIR Printing & Advertising,Printing / Publishing
Aira Creative,"Consulting (IT, Science, Engineering & Technical)"
Aira Skin Clinic,Healthcare/Medical
AirAsia Indonesia,Aerospace/Aviation/Airline
Airav Putra,General & Wholesale Trading
Aircon 2000,General & Wholesale Trading
airline,Others
AIRMAS,Repair & Maintenance Services
Airy Rooms,Hotel/Hospitality
AIS Group,General & Wholesale Trading
Aisha Moslem Store,General & Wholesale Trading
Aisis Luxury Villa & Spa,Hotel/Hospitality
Aisis Spa,Hotel / Hospitality
Aisyah rani,Others
AITINDO,Advertising/Marketing/Promotion/PR
AitiShop Lampung,Electrical & Electronics
AJ Bakery & Cake,Consumer Products/FMCG
AJ Brandon Coffe & Resto,Food & Beverage/Catering/Restaurant
AJ Group,Human Resources Management/Consulting
AJ Healthcare Consulting,Hotel / Hospitality
Ajaib - PT Takjub Teknologi Indonesia,Computer/Information Technology (Software)
Ajb Bumiputera 1912 Bali,Insurance
AJB Bumiputera 1912 Semarang,Insurance
ajib rosasdi,Others
AJITA,Advertising/Marketing/Promotion/PR
Ajiwaras Medical Centre,Healthcare / Medical
Ajwad Tour,Travel/Tourism
Akabetech,Others
Akademi & Sekretari Manajemen Cendana,Education
Akademi Farmasi Nasional Surakarta,Education
Akademi Ilmu Komputer Akba,Education
Akademi Keperawatan Bina Insan,Healthcare / Medical
Akademi Kesehatan Andalusia,Education
Akademi Kesehatan Gigi Puskesad,Healthcare/Medical
Akademi Kesenian Melayu Riau,Education
Akademi Komunikasi Indonesia,Others
Akademi Pariwisata Jakarta International Hotels,Education
Akademi Pariwisata Medan Hotel School,Education
AKADEMI TEKNIK INFORMATIKA TUNAS BANGSA,Education
Akademi Teknik Nasional Surabaya,Education
Akademi Teknik Telkom Purwokerto,Education
Akah Tech,Computer/Information Technology (Software)
Akame Restaurant,Food & Beverage/Catering/Restaurant
Akasia Islamic Preschool,Education
Akeno Digital Printing,Printing / Publishing
Akeno Digital Printing ( Malang ),Advertising/Marketing/Promotion/PR
Akhmad,Others
Akimurah.com (Surabaya),Others
AKL Clinic,BioTechnology / Pharmaceutical / Clinical research
AKM digital print,Printing/Publishing
Akmory IndoGlobal Investment,Others
AKPER Karya Bakti Husada Bantul Yogyakarta,Education
AKR Land Development,Property/Real Estate
Akrab Optikal,Retail / Merchandise
Aksara Mulia Yogyakarta,Printing/Publishing
Aksen Indonesia,Arts/Design/Fashion
Aksen Tropis,Food & Beverage/Catering/Restaurant
Akses Plus Bekasi,Banking / Financial Services
Akses Plus Cab Bali,Banking / Financial Services
Akses Plus Karawang,Banking / Financial Services
Akses Plus Serpong,Banking / Financial Services
Akses+ Jember,Banking / Financial Services
Akses+ Probolinggo,Banking/Financial Services
AksesorisWanita.net,Retail / Merchandise
AKSIKODE,Computer/Information Technology (Software)
AKSIKODE,"Consulting (IT, Science, Engineering & Technical)"
Akufacial Herbal Skin Care,Grooming/Beauty/Fitness
Akuntanku.com,Accounting/Audit/Tax Services
Akuntansi,Others
Akur Optik Bantul,Retail/Merchandise
Akurat.co,Advertising/Marketing/Promotion/PR
Akushuka Bakery,Food & Beverage/Catering/Restaurant
AkzoNobel,Manufacturing/Production
Al Azhar Syifa Budi Pekanbaru,Education
Al Fath Semarang,Retail / Merchandise
AL HAMRA,Food & Beverage/Catering/Restaurant
Al Husein,Others
Al Irsyad Al Islamiyyah Karawang,Education
Al Irsyad Satya Islamic School,Education
Al Izhar Pondok Labu,Education
Al Jabr Islamic School,Education
al maaun rumah tahfidz,Others
Al Nutrition,Agricultural / Plantation / Poultry / Fisheries
AL TAQWA COLLEGE INDONESIA,Education
Al Wafi Islamic Boarding School,Education
AL'S CATERING,Food & Beverage/Catering/Restaurant
AL-ACHWAN,Retail/Merchandise
AL-Group,Textiles/Garment
Al-Izhar Pondok Labu,Others
Aladin Lighting,Consumer Products / FMCG
Alam Abadi Jaya,Others
Alam Hijau Resto,Food & Beverage/Catering/Restaurant
Alam Pesona Indonesia Tours,Travel / Tourism
Alam Sari Keliki Hotel,Hotel/Hospitality
Alam Wisata Cimahi,Property/Real Estate
Alammaya Mesari PT,Property/Real Estate
Alamo Barbershop,Grooming / Beauty / Fitness
Alan febriansaj,Others
Alana Skin & Slim Care,Healthcare / Medical
Alanza Photography,Arts/Design/Fashion
Alazne,Food & Beverage/Catering/Restaurant
albea pt. betts indonesia,Others
Albert Yanuar,Arts/Design/Fashion
Alberta (Foreign Languages Learning Center),Education
Albezits Clinic,Healthcare/Medical
Alchemy,Healthcare / Medical
Alcibbum Photography,Arts / Design / Fashion
Alden Technology,Others
Aldiansyah,Others
Aldina S Pratiwi,Others
ALDIRON HERO GROUP,Property/Real Estate
ALDIRON HERO GROUP,Property/Real Estate
Aldo Computer,Computer / Information Technology (Hardware)
Aldo Felix Studio,Architectural Services/Interior Designing
Aldy Berkah Sejahtera (ALTERA),Security / Law Enforcement
Aleesha Villas and Studios,Hotel/Hospitality
Alena Beauty Care,Healthcare/Medical
Aletheia School,Education
Alex,Others
Alex Promotion,Banking / Financial Services
Alf's Stuff,Arts / Design / Fashion
Alfa Bangunan,Others
Alfa Group,Advertising/Marketing/Promotion/PR
Alfa Kimia,Chemical / Fertilizers / Pesticides
Alfa Land Group,Hotel/Hospitality
Alfa Omega (Yogyakarta),Electrical & Electronics
Alfa Omega Komputer,Computer / Information Technology (Hardware)
Alfa Scorpii (Perbaungan),Automobile / Automotive Ancillary / Vehicle
Alfa Studio,Arts/Design/Fashion
Alfabank Solo,Education
Alfacart (PT Sumber Trijaya Lestari),Retail/Merchandise
ALFAFA Salon & Spa Muslimah,Grooming / Beauty / Fitness
ALFALINK - Overseas Study,Education
Alfalink Overseas Studies and English Course,Education
Alfalink Overseas Studies and English Course (Semarang),Education
"Alfamart (PT Sumber Alfaria Trijaya, Tbk)",Retail/Merchandise
Alfamart Semarang,Retail/Merchandise
Alfashdu dan lintah eko jenggot,Healthcare/Medical
Alfatih Medika Group,Healthcare/Medical
alfazainputra,Others
Alfian arahim,Others
ALFINDO GROUP,Agricultural/Plantation/Poultry/Fisheries
Alga Pratama,General & Wholesale Trading
Ali Alanya Electric Electronic Lightning,Others
"Ali Budiardjo, Nugroho, Reksodiputro (ABNR)",Law/Legal
Ali Kopi,Food & Beverage/Catering/Restaurant
Ali's Furniture,General & Wholesale Trading
Alien design consultant,Architectural Services/Interior Designing
Alienco Photography,Entertainment/Media
Alif,Others
Alila Hotels and Resorts,Hotel/Hospitality
alindoindah,Others
ALISAN Group (PT. Alisan Catur Adhirajasa),General & Wholesale Trading
Alisha Fancy Shop,Retail / Merchandise
Aljazirah Tour,Travel / Tourism
Alka Coffee and Resto,Food & Beverage/Catering/Restaurant
Alkana Anugrah Abadi,Construction/Building/Engineering
ALKAUSAR BOARDING SCHOOL,Education
Alkhazini Islamic School,Education
Alkonusa Teknik Interkon,Construction/Building/Engineering
All Bandung Travel,Travel/Tourism
All Care Dental Centre,Healthcare/Medical
All Saints Anglican Church,Non-Profit Organisation/Social Services/NGO
ALL-in Eduspacea,Others
AllBandungTravel,Others
Alldila Seats,Manufacturing/Production
Alldila Seats Indonesia,Others
Alle,Others
Allegro Development Corporation,Others
Alleira Batik,Arts/Design/Fashion
Allevant Perdana Consulting,Others
Allianz - Agency,Insurance
Allianz Insurance,Insurance
Allianz Life Batam,Others
Allianz life Indonesia,Agricultural/Plantation/Poultry/Fisheries
Allianz pondok indah,Others
Allied Telesis Asia Pacific Pte Ltd,Others
Alls Bon Satiya Makassar,Grooming / Beauty / Fitness
Allura Home Fabrics (Jakarta),Architectural Services/Interior Designing
AllurayaMega,Construction/Building/Engineering
Alma Fashion,Arts / Design / Fashion
Almanar Azhari Islamic Boarding School,Education
Almanar Travel,Travel/Tourism
Almeira Moslem School,Education
Alodokter,Healthcare/Medical
Alodokter,Education
aloeveraspabali,Grooming/Beauty/Fitness
Alpen Steel,Manufacturing/Production
alpendri,Others
Alpha Ace,Consumer Products / FMCG
Alpha Creative,Consulting (Business & Management)
Alpha Custom Garage,Food & Beverage/Catering/Restaurant
alpha hero,Others
Alpha Hotel Management,Hotel / Hospitality
Alpha Interdesign (Head Office-Bandung/Cimahi),Architectural Services/Interior Designing
Alpha Learning Indonesia,Education
Alpha Marine,Accounting/Audit/Tax Services
Alpha Marine,Retail/Merchandise
Alpha Pacific Transportation Group,Transportation/Logistics
Alpha Printing House,Others
Alpha Sedaya Development,Property/Real Estate
"Alpha Utama Mandiri, PT",Heavy Industrial/Machinery/Equipment
Alphabet Company,Advertising/Marketing/Promotion/PR
Alphabet Zone,Education
Alphagama College (Yogyakarta),Education
AlphaTech,Arts/Design/Fashion
Alpina damayanti,Others
Alpines Hotel,Hotel/Hospitality
Alqolam,Others
Alqueby Hotel,Hotel/Hospitality
Alt,Others
ALT Cladding Inc,Others
Altadesignlab,Architectural Services/Interior Designing
ALTIMA,Food & Beverage / Catering / Restaurant
Altira Business Park,Construction/Building/Engineering
Altram Photo,Entertainment/Media
Aluline Sistem Indonesia,Others
ALUN GROUP,Automobile/Automotive Ancillary/Vehicle
Aluplus Aluminium,Manufacturing/Production
Aluplus Aluminium (Bali),Manufacturing / Production
AlvinMart,Retail / Merchandise
Alvonse Innovations,Computer/Information Technology (Hardware)
Alwa Group,Apparel
Alwi Sjaaf Architecture,Architectural Services/Interior Designing
alyssa febri,Others
Am Badar & Patners,Law/Legal
AM Oktarina Counselors at Law,Law/Legal
Amabile Music Studio,Education
